Freq.	V(n002)
2.88071304977483e-01	(2.56473888379717e+00dB,-1.35500980100308e+02°)
2.88237179888680e-01	(2.56719546566867e+00dB,-1.35517475381660e+02°)
2.88403150312639e-01	(2.56965060887288e+00dB,-1.35533970499307e+02°)
2.88569216304359e-01	(2.57210431343954e+00dB,-1.35550465447793e+02°)
2.88735377918867e-01	(2.57455657939931e+00dB,-1.35566960221659e+02°)
2.88901635211226e-01	(2.57700740678381e+00dB,-1.35583454815448e+02°)
2.89067988236526e-01	(2.57945679562563e+00dB,-1.35599949223703e+02°)
2.89234437049893e-01	(2.58190474595828e+00dB,-1.35616443440967e+02°)
2.89400981706483e-01	(2.58435125781626e+00dB,-1.35632937461784e+02°)
2.89567622261482e-01	(2.58679633123498e+00dB,-1.35649431280698e+02°)
2.89734358770111e-01	(2.58923996625084e+00dB,-1.35665924892252e+02°)
2.89901191287621e-01	(2.59168216290117e+00dB,-1.35682418290991e+02°)
2.90068119869294e-01	(2.59412292122426e+00dB,-1.35698911471461e+02°)
2.90235144570446e-01	(2.59656224125934e+00dB,-1.35715404428206e+02°)
2.90402265446424e-01	(2.59900012304661e+00dB,-1.35731897155773e+02°)
2.90569482552605e-01	(2.60143656662721e+00dB,-1.35748389648707e+02°)
2.90736795944401e-01	(2.60387157204324e+00dB,-1.35764881901554e+02°)
2.90904205677255e-01	(2.60630513933773e+00dB,-1.35781373908862e+02°)
2.91071711806639e-01	(2.60873726855469e+00dB,-1.35797865665178e+02°)
2.91239314388061e-01	(2.61116795973906e+00dB,-1.35814357165050e+02°)
2.91407013477059e-01	(2.61359721293673e+00dB,-1.35830848403025e+02°)
2.91574809129203e-01	(2.61602502819457e+00dB,-1.35847339373652e+02°)
2.91742701400095e-01	(2.61845140556036e+00dB,-1.35863830071481e+02°)
2.91910690345370e-01	(2.62087634508286e+00dB,-1.35880320491061e+02°)
2.92078776020693e-01	(2.62329984681177e+00dB,-1.35896810626941e+02°)
2.92246958481764e-01	(2.62572191079773e+00dB,-1.35913300473672e+02°)
2.92415237784312e-01	(2.62814253709235e+00dB,-1.35929790025806e+02°)
2.92583613984100e-01	(2.63056172574818e+00dB,-1.35946279277893e+02°)
2.92752087136922e-01	(2.63297947681871e+00dB,-1.35962768224485e+02°)
2.92920657298606e-01	(2.63539579035840e+00dB,-1.35979256860135e+02°)
2.93089324525010e-01	(2.63781066642266e+00dB,-1.35995745179396e+02°)
2.93258088872025e-01	(2.64022410506781e+00dB,-1.36012233176821e+02°)
2.93426950395575e-01	(2.64263610635118e+00dB,-1.36028720846965e+02°)
2.93595909151614e-01	(2.64504667033099e+00dB,-1.36045208184381e+02°)
2.93764965196131e-01	(2.64745579706646e+00dB,-1.36061695183625e+02°)
2.93934118585145e-01	(2.64986348661772e+00dB,-1.36078181839253e+02°)
2.94103369374709e-01	(2.65226973904586e+00dB,-1.36094668145820e+02°)
2.94272717620906e-01	(2.65467455441293e+00dB,-1.36111154097885e+02°)
2.94442163379854e-01	(2.65707793278192e+00dB,-1.36127639690004e+02°)
2.94611706707702e-01	(2.65947987421677e+00dB,-1.36144124916735e+02°)
2.94781347660630e-01	(2.66188037878237e+00dB,-1.36160609772636e+02°)
2.94951086294853e-01	(2.66427944654455e+00dB,-1.36177094252269e+02°)
2.95120922666616e-01	(2.66667707757009e+00dB,-1.36193578350191e+02°)
2.95290856832199e-01	(2.66907327192672e+00dB,-1.36210062060964e+02°)
2.95460888847912e-01	(2.67146802968311e+00dB,-1.36226545379149e+02°)
2.95631018770098e-01	(2.67386135090890e+00dB,-1.36243028299308e+02°)
2.95801246655132e-01	(2.67625323567465e+00dB,-1.36259510816003e+02°)
2.95971572559424e-01	(2.67864368405189e+00dB,-1.36275992923797e+02°)
2.96141996539414e-01	(2.68103269611307e+00dB,-1.36292474617255e+02°)
2.96312518651575e-01	(2.68342027193160e+00dB,-1.36308955890941e+02°)
2.96483138952412e-01	(2.68580641158184e+00dB,-1.36325436739420e+02°)
2.96653857498464e-01	(2.68819111513909e+00dB,-1.36341917157259e+02°)
2.96824674346302e-01	(2.69057438267961e+00dB,-1.36358397139023e+02°)
2.96995589552529e-01	(2.69295621428059e+00dB,-1.36374876679281e+02°)
2.97166603173780e-01	(2.69533661002015e+00dB,-1.36391355772600e+02°)
2.97337715266725e-01	(2.69771556997740e+00dB,-1.36407834413550e+02°)
2.97508925888065e-01	(2.70009309423236e+00dB,-1.36424312596699e+02°)
2.97680235094533e-01	(2.70246918286601e+00dB,-1.36440790316620e+02°)
2.97851642942896e-01	(2.70484383596025e+00dB,-1.36457267567882e+02°)
2.98023149489954e-01	(2.70721705359795e+00dB,-1.36473744345058e+02°)
2.98194754792537e-01	(2.70958883586293e+00dB,-1.36490220642721e+02°)
2.98366458907511e-01	(2.71195918283993e+00dB,-1.36506696455444e+02°)
2.98538261891773e-01	(2.71432809461464e+00dB,-1.36523171777802e+02°)
2.98710163802254e-01	(2.71669557127370e+00dB,-1.36539646604369e+02°)
2.98882164695915e-01	(2.71906161290471e+00dB,-1.36556120929722e+02°)
2.99054264629753e-01	(2.72142621959617e+00dB,-1.36572594748438e+02°)
2.99226463660796e-01	(2.72378939143755e+00dB,-1.36589068055095e+02°)
2.99398761846106e-01	(2.72615112851927e+00dB,-1.36605540844270e+02°)
2.99571159242777e-01	(2.72851143093267e+00dB,-1.36622013110544e+02°)
2.99743655907936e-01	(2.73087029877006e+00dB,-1.36638484848497e+02°)
2.99916251898742e-01	(2.73322773212464e+00dB,-1.36654956052709e+02°)
3.00088947272390e-01	(2.73558373109063e+00dB,-1.36671426717764e+02°)
3.00261742086104e-01	(2.73793829576312e+00dB,-1.36687896838244e+02°)
3.00434636397143e-01	(2.74029142623818e+00dB,-1.36704366408732e+02°)
3.00607630262800e-01	(2.74264312261280e+00dB,-1.36720835423815e+02°)
3.00780723740399e-01	(2.74499338498493e+00dB,-1.36737303878076e+02°)
3.00953916887297e-01	(2.74734221345344e+00dB,-1.36753771766104e+02°)
3.01127209760886e-01	(2.74968960811816e+00dB,-1.36770239082485e+02°)
3.01300602418589e-01	(2.75203556907985e+00dB,-1.36786705821809e+02°)
3.01474094917863e-01	(2.75438009644020e+00dB,-1.36803171978664e+02°)
3.01647687316199e-01	(2.75672319030186e+00dB,-1.36819637547642e+02°)
3.01821379671118e-01	(2.75906485076839e+00dB,-1.36836102523333e+02°)
3.01995172040179e-01	(2.76140507794433e+00dB,-1.36852566900331e+02°)
3.02169064480968e-01	(2.76374387193511e+00dB,-1.36869030673227e+02°)
3.02343057051110e-01	(2.76608123284714e+00dB,-1.36885493836618e+02°)
3.02517149808260e-01	(2.76841716078775e+00dB,-1.36901956385099e+02°)
3.02691342810107e-01	(2.77075165586520e+00dB,-1.36918418313265e+02°)
3.02865636114373e-01	(2.77308471818870e+00dB,-1.36934879615714e+02°)
3.03040029778813e-01	(2.77541634786838e+00dB,-1.36951340287046e+02°)
3.03214523861216e-01	(2.77774654501533e+00dB,-1.36967800321859e+02°)
3.03389118419404e-01	(2.78007530974157e+00dB,-1.36984259714754e+02°)
3.03563813511231e-01	(2.78240264216004e+00dB,-1.37000718460333e+02°)
3.03738609194587e-01	(2.78472854238463e+00dB,-1.37017176553199e+02°)
3.03913505527393e-01	(2.78705301053017e+00dB,-1.37033633987955e+02°)
3.04088502567605e-01	(2.78937604671240e+00dB,-1.37050090759207e+02°)
3.04263600373210e-01	(2.79169765104803e+00dB,-1.37066546861560e+02°)
3.04438799002231e-01	(2.79401782365469e+00dB,-1.37083002289623e+02°)
3.04614098512723e-01	(2.79633656465092e+00dB,-1.37099457038002e+02°)
3.04789498962775e-01	(2.79865387415623e+00dB,-1.37115911101308e+02°)
3.04965000410509e-01	(2.80096975229104e+00dB,-1.37132364474150e+02°)
3.05140602914081e-01	(2.80328419917672e+00dB,-1.37148817151142e+02°)
3.05316306531679e-01	(2.80559721493557e+00dB,-1.37165269126895e+02°)
3.05492111321528e-01	(2.80790879969081e+00dB,-1.37181720396023e+02°)
3.05668017341882e-01	(2.81021895356659e+00dB,-1.37198170953143e+02°)
3.05844024651031e-01	(2.81252767668802e+00dB,-1.37214620792870e+02°)
3.06020133307300e-01	(2.81483496918111e+00dB,-1.37231069909821e+02°)
3.06196343369044e-01	(2.81714083117283e+00dB,-1.37247518298616e+02°)
3.06372654894654e-01	(2.81944526279105e+00dB,-1.37263965953874e+02°)
3.06549067942555e-01	(2.82174826416460e+00dB,-1.37280412870216e+02°)
3.06725582571204e-01	(2.82404983542322e+00dB,-1.37296859042266e+02°)
3.06902198839092e-01	(2.82634997669758e+00dB,-1.37313304464647e+02°)
3.07078916804745e-01	(2.82864868811931e+00dB,-1.37329749131982e+02°)
3.07255736526721e-01	(2.83094596982092e+00dB,-1.37346193038900e+02°)
3.07432658063613e-01	(2.83324182193589e+00dB,-1.37362636180026e+02°)
3.07609681474047e-01	(2.83553624459861e+00dB,-1.37379078549990e+02°)
3.07786806816683e-01	(2.83782923794441e+00dB,-1.37395520143422e+02°)
3.07964034150215e-01	(2.84012080210952e+00dB,-1.37411960954952e+02°)
3.08141363533371e-01	(2.84241093723113e+00dB,-1.37428400979214e+02°)
3.08318795024911e-01	(2.84469964344735e+00dB,-1.37444840210840e+02°)
3.08496328683632e-01	(2.84698692089721e+00dB,-1.37461278644467e+02°)
3.08673964568362e-01	(2.84927276972065e+00dB,-1.37477716274730e+02°)
3.08851702737964e-01	(2.85155719005858e+00dB,-1.37494153096268e+02°)
3.09029543251335e-01	(2.85384018205279e+00dB,-1.37510589103719e+02°)
3.09207486167406e-01	(2.85612174584603e+00dB,-1.37527024291724e+02°)
3.09385531545141e-01	(2.85840188158194e+00dB,-1.37543458654925e+02°)
3.09563679443539e-01	(2.86068058940513e+00dB,-1.37559892187964e+02°)
3.09741929921634e-01	(2.86295786946109e+00dB,-1.37576324885487e+02°)
3.09920283038490e-01	(2.86523372189626e+00dB,-1.37592756742139e+02°)
3.10098738853210e-01	(2.86750814685799e+00dB,-1.37609187752567e+02°)
3.10277297424927e-01	(2.86978114449457e+00dB,-1.37625617911420e+02°)
3.10455958812811e-01	(2.87205271495520e+00dB,-1.37642047213349e+02°)
3.10634723076064e-01	(2.87432285839000e+00dB,-1.37658475653005e+02°)
3.10813590273923e-01	(2.87659157495002e+00dB,-1.37674903225040e+02°)
3.10992560465659e-01	(2.87885886478722e+00dB,-1.37691329924110e+02°)
3.11171633710577e-01	(2.88112472805449e+00dB,-1.37707755744869e+02°)
3.11350810068017e-01	(2.88338916490565e+00dB,-1.37724180681976e+02°)
3.11530089597351e-01	(2.88565217549542e+00dB,-1.37740604730088e+02°)
3.11709472357988e-01	(2.88791375997945e+00dB,-1.37757027883866e+02°)
3.11888958409369e-01	(2.89017391851432e+00dB,-1.37773450137972e+02°)
3.12068547810970e-01	(2.89243265125751e+00dB,-1.37789871487069e+02°)
3.12248240622302e-01	(2.89468995836743e+00dB,-1.37806291925821e+02°)
3.12428036902910e-01	(2.89694584000339e+00dB,-1.37822711448894e+02°)
3.12607936712371e-01	(2.89920029632566e+00dB,-1.37839130050957e+02°)
3.12787940110299e-01	(2.90145332749538e+00dB,-1.37855547726678e+02°)
3.12968047156342e-01	(2.90370493367464e+00dB,-1.37871964470727e+02°)
3.13148257910182e-01	(2.90595511502643e+00dB,-1.37888380277778e+02°)
3.13328572431534e-01	(2.90820387171465e+00dB,-1.37904795142504e+02°)
3.13508990780149e-01	(2.91045120390414e+00dB,-1.37921209059580e+02°)
3.13689513015813e-01	(2.91269711176064e+00dB,-1.37937622023683e+02°)
3.13870139198344e-01	(2.91494159545080e+00dB,-1.37954034029491e+02°)
3.14050869387597e-01	(2.91718465514220e+00dB,-1.37970445071685e+02°)
3.14231703643459e-01	(2.91942629100331e+00dB,-1.37986855144946e+02°)
3.14412642025855e-01	(2.92166650320354e+00dB,-1.38003264243957e+02°)
3.14593684594740e-01	(2.92390529191319e+00dB,-1.38019672363403e+02°)
3.14774831410107e-01	(2.92614265730351e+00dB,-1.38036079497970e+02°)
3.14956082531982e-01	(2.92837859954660e+00dB,-1.38052485642347e+02°)
3.15137438020426e-01	(2.93061311881553e+00dB,-1.38068890791222e+02°)
3.15318897935534e-01	(2.93284621528426e+00dB,-1.38085294939288e+02°)
3.15500462337438e-01	(2.93507788912766e+00dB,-1.38101698081237e+02°)
3.15682131286300e-01	(2.93730814052150e+00dB,-1.38118100211764e+02°)
3.15863904842322e-01	(2.93953696964248e+00dB,-1.38134501325564e+02°)
3.16045783065736e-01	(2.94176437666820e+00dB,-1.38150901417337e+02°)
3.16227766016813e-01	(2.94399036177716e+00dB,-1.38167300481781e+02°)
3.16409853755854e-01	(2.94621492514878e+00dB,-1.38183698513597e+02°)
3.16592046343199e-01	(2.94843806696339e+00dB,-1.38200095507489e+02°)
3.16774343839219e-01	(2.95065978740223e+00dB,-1.38216491458162e+02°)
3.16956746304324e-01	(2.95288008664743e+00dB,-1.38232886360321e+02°)
3.17139253798955e-01	(2.95509896488205e+00dB,-1.38249280208675e+02°)
3.17321866383589e-01	(2.95731642229003e+00dB,-1.38265672997933e+02°)
3.17504584118739e-01	(2.95953245905623e+00dB,-1.38282064722807e+02°)
3.17687407064952e-01	(2.96174707536641e+00dB,-1.38298455378011e+02°)
3.17870335282809e-01	(2.96396027140726e+00dB,-1.38314844958259e+02°)
3.18053368832927e-01	(2.96617204736634e+00dB,-1.38331233458268e+02°)
3.18236507775957e-01	(2.96838240343213e+00dB,-1.38347620872757e+02°)
3.18419752172587e-01	(2.97059133979400e+00dB,-1.38364007196447e+02°)
3.18603102083537e-01	(2.97279885664225e+00dB,-1.38380392424058e+02°)
3.18786557569564e-01	(2.97500495416805e+00dB,-1.38396776550316e+02°)
3.18970118691460e-01	(2.97720963256351e+00dB,-1.38413159569946e+02°)
3.19153785510050e-01	(2.97941289202159e+00dB,-1.38429541477675e+02°)
3.19337558086197e-01	(2.98161473273620e+00dB,-1.38445922268233e+02°)
3.19521436480796e-01	(2.98381515490213e+00dB,-1.38462301936352e+02°)
3.19705420754780e-01	(2.98601415871505e+00dB,-1.38478680476763e+02°)
3.19889510969114e-01	(2.98821174437158e+00dB,-1.38495057884203e+02°)
3.20073707184801e-01	(2.99040791206918e+00dB,-1.38511434153407e+02°)
3.20258009462877e-01	(2.99260266200625e+00dB,-1.38527809279114e+02°)
3.20442417864415e-01	(2.99479599438208e+00dB,-1.38544183256066e+02°)
3.20626932450521e-01	(2.99698790939683e+00dB,-1.38560556079003e+02°)
3.20811553282338e-01	(2.99917840725160e+00dB,-1.38576927742671e+02°)
3.20996280421043e-01	(3.00136748814836e+00dB,-1.38593298241815e+02°)
3.21181113927850e-01	(3.00355515228996e+00dB,-1.38609667571184e+02°)
3.21366053864006e-01	(3.00574139988019e+00dB,-1.38626035725528e+02°)
3.21551100290794e-01	(3.00792623112370e+00dB,-1.38642402699597e+02°)
3.21736253269534e-01	(3.01010964622605e+00dB,-1.38658768488147e+02°)
3.21921512861578e-01	(3.01229164539367e+00dB,-1.38675133085932e+02°)
3.22106879128317e-01	(3.01447222883392e+00dB,-1.38691496487711e+02°)
3.22292352131175e-01	(3.01665139675502e+00dB,-1.38707858688243e+02°)
3.22477931931611e-01	(3.01882914936610e+00dB,-1.38724219682290e+02°)
3.22663618591122e-01	(3.02100548687718e+00dB,-1.38740579464614e+02°)
3.22849412171237e-01	(3.02318040949916e+00dB,-1.38756938029983e+02°)
3.23035312733524e-01	(3.02535391744385e+00dB,-1.38773295373162e+02°)
3.23221320339583e-01	(3.02752601092392e+00dB,-1.38789651488923e+02°)
3.23407435051051e-01	(3.02969669015296e+00dB,-1.38806006372035e+02°)
3.23593656929602e-01	(3.03186595534543e+00dB,-1.38822360017273e+02°)
3.23779986036943e-01	(3.03403380671668e+00dB,-1.38838712419412e+02°)
3.23966422434818e-01	(3.03620024448296e+00dB,-1.38855063573230e+02°)
3.24152966185007e-01	(3.03836526886139e+00dB,-1.38871413473506e+02°)
3.24339617349323e-01	(3.04052888006999e+00dB,-1.38887762115022e+02°)
3.24526375989617e-01	(3.04269107832766e+00dB,-1.38904109492561e+02°)
3.24713242167776e-01	(3.04485186385419e+00dB,-1.38920455600910e+02°)
3.24900215945720e-01	(3.04701123687024e+00dB,-1.38936800434855e+02°)
3.25087297385408e-01	(3.04916919759737e+00dB,-1.38953143989188e+02°)
3.25274486548831e-01	(3.05132574625801e+00dB,-1.38969486258699e+02°)
3.25461783498019e-01	(3.05348088307550e+00dB,-1.38985827238184e+02°)
3.25649188295036e-01	(3.05563460827403e+00dB,-1.39002166922437e+02°)
3.25836701001982e-01	(3.05778692207870e+00dB,-1.39018505306257e+02°)
3.26024321680993e-01	(3.05993782471545e+00dB,-1.39034842384445e+02°)
3.26212050394240e-01	(3.06208731641115e+00dB,-1.39051178151803e+02°)
3.26399887203931e-01	(3.06423539739353e+00dB,-1.39067512603135e+02°)
3.26587832172309e-01	(3.06638206789119e+00dB,-1.39083845733249e+02°)
3.26775885361653e-01	(3.06852732813361e+00dB,-1.39100177536953e+02°)
3.26964046834278e-01	(3.07067117835116e+00dB,-1.39116508009058e+02°)
3.27152316652536e-01	(3.07281361877510e+00dB,-1.39132837144378e+02°)
3.27340694878811e-01	(3.07495464963752e+00dB,-1.39149164937727e+02°)
3.27529181575528e-01	(3.07709427117144e+00dB,-1.39165491383924e+02°)
3.27717776805145e-01	(3.07923248361072e+00dB,-1.39181816477787e+02°)
3.27906480630156e-01	(3.08136928719012e+00dB,-1.39198140214140e+02°)
3.28095293113092e-01	(3.08350468214526e+00dB,-1.39214462587805e+02°)
3.28284214316519e-01	(3.08563866871262e+00dB,-1.39230783593610e+02°)
3.28473244303041e-01	(3.08777124712959e+00dB,-1.39247103226383e+02°)
3.28662383135295e-01	(3.08990241763441e+00dB,-1.39263421480955e+02°)
3.28851630875956e-01	(3.09203218046619e+00dB,-1.39279738352158e+02°)
3.29040987587735e-01	(3.09416053586492e+00dB,-1.39296053834829e+02°)
3.29230453333379e-01	(3.09628748407146e+00dB,-1.39312367923803e+02°)
3.29420028175671e-01	(3.09841302532754e+00dB,-1.39328680613922e+02°)
3.29609712177431e-01	(3.10053715987577e+00dB,-1.39344991900027e+02°)
3.29799505401512e-01	(3.10265988795960e+00dB,-1.39361301776962e+02°)
3.29989407910807e-01	(3.10478120982337e+00dB,-1.39377610239574e+02°)
3.30179419768245e-01	(3.10690112571230e+00dB,-1.39393917282713e+02°)
3.30369541036787e-01	(3.10901963587245e+00dB,-1.39410222901228e+02°)
3.30559771779436e-01	(3.11113674055077e+00dB,-1.39426527089973e+02°)
3.30750112059227e-01	(3.11325243999506e+00dB,-1.39442829843805e+02°)
3.30940561939233e-01	(3.11536673445399e+00dB,-1.39459131157581e+02°)
3.31131121482564e-01	(3.11747962417709e+00dB,-1.39475431026162e+02°)
3.31321790752364e-01	(3.11959110941477e+00dB,-1.39491729444410e+02°)
3.31512569811816e-01	(3.12170119041830e+00dB,-1.39508026407190e+02°)
3.31703458724137e-01	(3.12380986743980e+00dB,-1.39524321909371e+02°)
3.31894457552583e-01	(3.12591714073225e+00dB,-1.39540615945821e+02°)
3.32085566360444e-01	(3.12802301054952e+00dB,-1.39556908511413e+02°)
3.32276785211048e-01	(3.13012747714630e+00dB,-1.39573199601021e+02°)
3.32468114167759e-01	(3.13223054077818e+00dB,-1.39589489209523e+02°)
3.32659553293977e-01	(3.13433220170159e+00dB,-1.39605777331797e+02°)
3.32851102653139e-01	(3.13643246017382e+00dB,-1.39622063962726e+02°)
3.33042762308719e-01	(3.13853131645301e+00dB,-1.39638349097192e+02°)
3.33234532324226e-01	(3.14062877079818e+00dB,-1.39654632730084e+02°)
3.33426412763207e-01	(3.14272482346919e+00dB,-1.39670914856289e+02°)
3.33618403689246e-01	(3.14481947472676e+00dB,-1.39687195470700e+02°)
3.33810505165961e-01	(3.14691272483246e+00dB,-1.39703474568209e+02°)
3.34002717257011e-01	(3.14900457404874e+00dB,-1.39719752143714e+02°)
3.34195040026086e-01	(3.15109502263887e+00dB,-1.39736028192113e+02°)
3.34387473536918e-01	(3.15318407086700e+00dB,-1.39752302708306e+02°)
3.34580017853273e-01	(3.15527171899811e+00dB,-1.39768575687198e+02°)
3.34772673038953e-01	(3.15735796729806e+00dB,-1.39784847123695e+02°)
3.34965439157800e-01	(3.15944281603355e+00dB,-1.39801117012705e+02°)
3.35158316273688e-01	(3.16152626547211e+00dB,-1.39817385349139e+02°)
3.35351304450533e-01	(3.16360831588215e+00dB,-1.39833652127911e+02°)
3.35544403752283e-01	(3.16568896753292e+00dB,-1.39849917343937e+02°)
3.35737614242926e-01	(3.16776822069452e+00dB,-1.39866180992135e+02°)
3.35930935986487e-01	(3.16984607563788e+00dB,-1.39882443067427e+02°)
3.36124369047025e-01	(3.17192253263482e+00dB,-1.39898703564735e+02°)
3.36317913488639e-01	(3.17399759195795e+00dB,-1.39914962478987e+02°)
3.36511569375462e-01	(3.17607125388078e+00dB,-1.39931219805111e+02°)
3.36705336771667e-01	(3.17814351867764e+00dB,-1.39947475538038e+02°)
3.36899215741462e-01	(3.18021438662369e+00dB,-1.39963729672702e+02°)
3.37093206349093e-01	(3.18228385799497e+00dB,-1.39979982204039e+02°)
3.37287308658840e-01	(3.18435193306833e+00dB,-1.39996233126988e+02°)
3.37481522735025e-01	(3.18641861212149e+00dB,-1.40012482436490e+02°)
3.37675848642004e-01	(3.18848389543299e+00dB,-1.40028730127491e+02°)
3.37870286444170e-01	(3.19054778328223e+00dB,-1.40044976194936e+02°)
3.38064836205953e-01	(3.19261027594944e+00dB,-1.40061220633774e+02°)
3.38259497991822e-01	(3.19467137371568e+00dB,-1.40077463438958e+02°)
3.38454271866281e-01	(3.19673107686288e+00dB,-1.40093704605442e+02°)
3.38649157893872e-01	(3.19878938567377e+00dB,-1.40109944128183e+02°)
3.38844156139174e-01	(3.20084630043196e+00dB,-1.40126182002140e+02°)
3.39039266666804e-01	(3.20290182142185e+00dB,-1.40142418222277e+02°)
3.39234489541415e-01	(3.20495594892872e+00dB,-1.40158652783559e+02°)
3.39429824827697e-01	(3.20700868323866e+00dB,-1.40174885680952e+02°)
3.39625272590380e-01	(3.20906002463859e+00dB,-1.40191116909428e+02°)
3.39820832894227e-01	(3.21110997341629e+00dB,-1.40207346463959e+02°)
3.40016505804042e-01	(3.21315852986035e+00dB,-1.40223574339521e+02°)
3.40212291384665e-01	(3.21520569426022e+00dB,-1.40239800531092e+02°)
3.40408189700972e-01	(3.21725146690614e+00dB,-1.40256025033654e+02°)
3.40604200817878e-01	(3.21929584808921e+00dB,-1.40272247842190e+02°)
3.40800324800336e-01	(3.22133883810137e+00dB,-1.40288468951686e+02°)
3.40996561713334e-01	(3.22338043723537e+00dB,-1.40304688357132e+02°)
3.41192911621899e-01	(3.22542064578478e+00dB,-1.40320906053520e+02°)
3.41389374591096e-01	(3.22745946404403e+00dB,-1.40337122035845e+02°)
3.41585950686026e-01	(3.22949689230836e+00dB,-1.40353336299103e+02°)
3.41782639971829e-01	(3.23153293087383e+00dB,-1.40369548838294e+02°)
3.41979442513680e-01	(3.23356758003733e+00dB,-1.40385759648423e+02°)
3.42176358376794e-01	(3.23560084009660e+00dB,-1.40401968724493e+02°)
3.42373387626423e-01	(3.23763271135015e+00dB,-1.40418176061514e+02°)
3.42570530327857e-01	(3.23966319409737e+00dB,-1.40434381654497e+02°)
3.42767786546421e-01	(3.24169228863845e+00dB,-1.40450585498455e+02°)
3.42965156347481e-01	(3.24371999527441e+00dB,-1.40466787588405e+02°)
3.43162639796439e-01	(3.24574631430706e+00dB,-1.40482987919367e+02°)
3.43360236958735e-01	(3.24777124603908e+00dB,-1.40499186486363e+02°)
3.43557947899845e-01	(3.24979479077393e+00dB,-1.40515383284418e+02°)
3.43755772685286e-01	(3.25181694881591e+00dB,-1.40531578308560e+02°)
3.43953711380610e-01	(3.25383772047013e+00dB,-1.40547771553820e+02°)
3.44151764051408e-01	(3.25585710604254e+00dB,-1.40563963015231e+02°)
3.44349930763309e-01	(3.25787510583986e+00dB,-1.40580152687829e+02°)
3.44548211581978e-01	(3.25989172016968e+00dB,-1.40596340566654e+02°)
3.44746606573120e-01	(3.26190694934036e+00dB,-1.40612526646747e+02°)
3.44945115802476e-01	(3.26392079366110e+00dB,-1.40628710923155e+02°)
3.45143739335827e-01	(3.26593325344192e+00dB,-1.40644893390924e+02°)
3.45342477238989e-01	(3.26794432899363e+00dB,-1.40661074045105e+02°)
3.45541329577819e-01	(3.26995402062788e+00dB,-1.40677252880751e+02°)
3.45740296418209e-01	(3.27196232865709e+00dB,-1.40693429892920e+02°)
3.45939377826092e-01	(3.27396925339454e+00dB,-1.40709605076670e+02°)
3.46138573867436e-01	(3.27597479515429e+00dB,-1.40725778427063e+02°)
3.46337884608250e-01	(3.27797895425122e+00dB,-1.40741949939165e+02°)
3.46537310114577e-01	(3.27998173100100e+00dB,-1.40758119608044e+02°)
3.46736850452502e-01	(3.28198312572014e+00dB,-1.40774287428770e+02°)
3.46936505688145e-01	(3.28398313872593e+00dB,-1.40790453396418e+02°)
3.47136275887668e-01	(3.28598177033648e+00dB,-1.40806617506063e+02°)
3.47336161117266e-01	(3.28797902087070e+00dB,-1.40822779752787e+02°)
3.47536161443176e-01	(3.28997489064830e+00dB,-1.40838940131671e+02°)
3.47736276931671e-01	(3.29196937998980e+00dB,-1.40855098637801e+02°)
3.47936507649064e-01	(3.29396248921654e+00dB,-1.40871255266266e+02°)
3.48136853661705e-01	(3.29595421865062e+00dB,-1.40887410012158e+02°)
3.48337315035982e-01	(3.29794456861498e+00dB,-1.40903562870570e+02°)
3.48537891838321e-01	(3.29993353943334e+00dB,-1.40919713836600e+02°)
3.48738584135188e-01	(3.30192113143024e+00dB,-1.40935862905349e+02°)
3.48939391993086e-01	(3.30390734493098e+00dB,-1.40952010071920e+02°)
3.49140315478556e-01	(3.30589218026170e+00dB,-1.40968155331420e+02°)
3.49341354658178e-01	(3.30787563774932e+00dB,-1.40984298678959e+02°)
3.49542509598569e-01	(3.30985771772156e+00dB,-1.41000440109648e+02°)
3.49743780366388e-01	(3.31183842050691e+00dB,-1.41016579618603e+02°)
3.49945167028327e-01	(3.31381774643471e+00dB,-1.41032717200943e+02°)
3.50146669651121e-01	(3.31579569583504e+00dB,-1.41048852851790e+02°)
3.50348288301541e-01	(3.31777226903880e+00dB,-1.41064986566267e+02°)
3.50550023046397e-01	(3.31974746637768e+00dB,-1.41081118339504e+02°)
3.50751873952537e-01	(3.32172128818416e+00dB,-1.41097248166629e+02°)
3.50953841086850e-01	(3.32369373479150e+00dB,-1.41113376042778e+02°)
3.51155924516260e-01	(3.32566480653377e+00dB,-1.41129501963087e+02°)
3.51358124307732e-01	(3.32763450374581e+00dB,-1.41145625922697e+02°)
3.51560440528268e-01	(3.32960282676327e+00dB,-1.41161747916749e+02°)
3.51762873244909e-01	(3.33156977592256e+00dB,-1.41177867940390e+02°)
3.51965422524735e-01	(3.33353535156090e+00dB,-1.41193985988770e+02°)
3.52168088434865e-01	(3.33549955401628e+00dB,-1.41210102057041e+02°)
3.52370871042456e-01	(3.33746238362750e+00dB,-1.41226216140358e+02°)
3.52573770414704e-01	(3.33942384073410e+00dB,-1.41242328233879e+02°)
3.52776786618843e-01	(3.34138392567645e+00dB,-1.41258438332767e+02°)
3.52979919722146e-01	(3.34334263879567e+00dB,-1.41274546432186e+02°)
3.53183169791926e-01	(3.34529998043368e+00dB,-1.41290652527304e+02°)
3.53386536895533e-01	(3.34725595093316e+00dB,-1.41306756613292e+02°)
3.53590021100356e-01	(3.34921055063761e+00dB,-1.41322858685325e+02°)
3.53793622473824e-01	(3.35116377989127e+00dB,-1.41338958738579e+02°)
